left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
abm,0.027831187,0.08468463,0.03901291,0.047381744,0.028032858,0.02953996,0.049024723,0.05663582,0.02137914,0.04789991,0.03106883,0.0995194,0.05512495,0.04065788,0.03208678,0.06249469,0.11159931,0.03559072,0.03861537,0.06181921
aci,0.041791543,0.034905687,0.043466315,0.041361134,0.044293024,0.042471997,0.042009715,0.061981983,0.040273957,0.068272725,0.04831773,0.06321861,0.049188834,0.05602229,0.04946827,0.046617646,0.05350828,0.059435986,0.05340117,0.05999308
acn,0.042668942,0.061752852,0.025323553,0.04703603,0.0281975,0.09086847,0.049399305,0.054435372,0.046465926,0.084433615,0.034312543,0.035640173,0.049098503,0.04863044,0.025936067,0.032424856,0.040856633,0.04690413,0.053204276,0.10241074
aco,0.06800875,0.034625392,0.056659658,0.058199085,0.033872593,0.047538072,0.091459334,0.06769086,0.043984104,0.062009532,0.03747049,0.035566993,0.03474494,0.038064513,0.03592435,0.06497674,0.061946083,0.03149676,0.05907262,0.03668922
acu,0.037750226,0.06514859,0.066175126,0.04774061,0.0625756,0.03814666,0.02404512,0.032140933,0.02646505,0.041973732,0.07787807,0.029791618,0.10433612,0.04783618,0.049521983,0.02671626,0.029535053,0.06983834,0.062479638,0.059905194
acw,0.041128337,0.10235742,0.037750438,0.03195033,0.059633885,0.047771007,0.032592222,0.03133191,0.03226339,0.051051576,0.06423815,0.04227063,0.037348725,0.06855094,0.04197436,0.045358416,0.0392248,0.11670937,0.03587403,0.04062009
adt,0.045707792,0.05056267,0.038954612,0.05542323,0.04193033,0.050176974,0.042524032,0.046062134,0.0396592,0.033664852,0.047264196,0.03289069,0.11979995,0.04552446,0.061280046,0.037769735,0.041445557,0.055478495,0.06623384,0.047647167
aei,0.08895272,0.046599735,0.04015355,0.039813522,0.05839858,0.060240295,0.039774768,0.05612325,0.045469552,0.055203415,0.037143476,0.042343944,0.04956341,0.048479557,0.05120999,0.028983338,0.040965028,0.07681162,0.053361528,0.04040878
aej,0.056442387,0.07043446,0.045038335,0.042694163,0.038640566,0.037918646,0.03363294,0.06866759,0.05409174,0.045077942,0.065401144,0.056878217,0.06831837,0.042741735,0.03486843,0.05353835,0.038159642,0.033740968,0.051050905,0.06266352
aem,0.05108781,0.03203993,0.063102305,0.050738044,0.038924407,0.058003962,0.040277597,0.03733017,0.04386219,0.039138917,0.07338371,0.062217426,0.034076124,0.036090147,0.05537124,0.079897836,0.048760556,0.06127312,0.040544737,0.053879794
aes,0.08281466,0.05192802,0.04496692,0.031169275,0.061657134,0.03740119,0.04776241,0.06429228,0.045310654,0.06442102,0.059648234,0.044852994,0.044401757,0.047535054,0.054526478,0.04271378,0.031792793,0.065520205,0.042081457,0.035203665
afd,0.030598229,0.03487276,0.075378396,0.039573785,0.07337746,0.119392216,0.048342165,0.037519056,0.038393658,0.05012081,0.06836471,0.08779978,0.042905845,0.043252513,0.030829592,0.029933475,0.03936236,0.037679717,0.040782604,0.03152086
