left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
abm,0.029103216,0.06981951,0.03394266,0.037080444,0.03947973,0.032338377,0.03304361,0.06295037,0.018104356,0.05538026,0.03179304,0.0922593,0.058876984,0.036548994,0.049416114,0.057389423,0.107821606,0.044669203,0.032371383,0.0776113
aci,0.04504005,0.08791139,0.051771563,0.04412694,0.056846917,0.027601145,0.06770633,0.06481015,0.026910098,0.07719474,0.060537025,0.049778074,0.040713213,0.05655897,0.03481092,0.037324786,0.042696513,0.045888152,0.03949002,0.04228303
acn,0.07628585,0.1547849,0.022403412,0.068743505,0.060581837,0.05284712,0.054360412,0.05057516,0.029610198,0.07049638,0.022968637,0.018461222,0.059419855,0.027830122,0.028367346,0.016382368,0.028000036,0.06662284,0.022455974,0.06880285
aco,0.054060385,0.021055022,0.049172305,0.062875114,0.028233306,0.092107646,0.053340275,0.11875774,0.051884852,0.037002355,0.040693372,0.014538785,0.016836077,0.029719675,0.019268092,0.084965624,0.03511039,0.02272293,0.07465062,0.09300543
acu,0.020409277,0.066061825,0.051467087,0.03636292,0.043713324,0.03232846,0.025458278,0.025395127,0.027826332,0.027793597,0.097458094,0.01568202,0.14137153,0.02124686,0.018415926,0.018049596,0.02754355,0.14521763,0.12830588,0.02989266
acw,0.024655981,0.17419036,0.066439174,0.026114961,0.09868092,0.04392621,0.021386342,0.017866477,0.018902393,0.025422428,0.06637409,0.022805251,0.026232816,0.036701847,0.030546168,0.052951712,0.015196122,0.17656325,0.028782614,0.026260886
adt,0.040961288,0.07300041,0.031617098,0.05662464,0.026807148,0.03613436,0.05179335,0.043921173,0.01824102,0.033418126,0.047602758,0.031588748,0.09903421,0.034554765,0.0910147,0.03894255,0.042776324,0.043466236,0.064917214,0.093583874
aei,0.036275927,0.036860142,0.026552726,0.036135174,0.060968727,0.062223163,0.038775157,0.11852313,0.033062123,0.05420325,0.0478854,0.059915747,0.0371608,0.018573679,0.11805728,0.03723265,0.043918073,0.036579467,0.044206318,0.052891083
aej,0.08088604,0.06370125,0.03436963,0.06529416,0.025012774,0.03887762,0.02010204,0.041010704,0.041781835,0.02754193,0.04124287,0.09716039,0.05834018,0.043011736,0.04634129,0.06176675,0.023888985,0.03855042,0.03685037,0.11426912
aem,0.03325509,0.01751325,0.036783118,0.042116333,0.042088527,0.08330318,0.045418724,0.03699565,0.0678159,0.034616802,0.0640961,0.038875,0.019110383,0.033961654,0.08028956,0.07146518,0.049793,0.04864394,0.061644986,0.09221355
