left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
abm,0.033682846,0.090120055,0.04882923,0.033596426,0.029611591,0.024144743,0.050481454,0.054862395,0.018681757,0.04145258,0.015897533,0.12330723,0.058812097,0.040912814,0.034337882,0.054904554,0.12826778,0.036304027,0.034704678,0.04708834
aci,0.051933296,0.04392973,0.046952374,0.03153379,0.046534598,0.054027118,0.04057316,0.058005065,0.03902693,0.055273045,0.0598176,0.056643713,0.06986986,0.06301633,0.038885277,0.036460213,0.04993777,0.06311807,0.03296466,0.061497405
acn,0.054628618,0.061552905,0.03023093,0.031204838,0.036089066,0.06307348,0.042268105,0.07931845,0.041917093,0.06095963,0.04807499,0.029744921,0.080663666,0.05474876,0.02790797,0.033027016,0.061017733,0.061812147,0.038908478,0.06285114
aco,0.07000571,0.025531901,0.104906075,0.08197378,0.025433095,0.042632274,0.079940476,0.063352056,0.05117325,0.051857084,0.035597213,0.048876368,0.031247558,0.043983176,0.02470972,0.051778607,0.062395666,0.022396268,0.05282525,0.029384475
acu,0.040422108,0.045322508,0.053754862,0.061438672,0.071129754,0.050412532,0.022331113,0.038515843,0.029858155,0.040390547,0.08962893,0.03515196,0.10848065,0.032860223,0.045460198,0.03185842,0.034367118,0.051337324,0.067086235,0.050192866
acw,0.03834478,0.094609365,0.04386042,0.038192127,0.044699054,0.05408482,0.04090024,0.03452484,0.040811725,0.0697068,0.06658957,0.02847782,0.037620414,0.06935016,0.031113453,0.05694207,0.021534257,0.13400894,0.026464252,0.028164972
adt,0.04657697,0.030724527,0.040836982,0.06319034,0.025750363,0.048793226,0.05442832,0.027482733,0.035829548,0.041539542,0.05162682,0.04004427,0.106439665,0.042904943,0.06521252,0.04152859,0.022781836,0.069649845,0.087066814,0.057592094
aei,0.07218069,0.036076177,0.05459083,0.03746262,0.05994821,0.039518304,0.03754347,0.07742885,0.0577145,0.058959834,0.031661008,0.055038825,0.0453549,0.03449921,0.0693945,0.03145633,0.041926295,0.07290857,0.045758877,0.040578052
aej,0.059190605,0.058517735,0.04068738,0.05058348,0.035863254,0.037507493,0.046506777,0.0601936,0.03919146,0.033392068,0.060221545,0.07164112,0.08494635,0.039381806,0.038157873,0.048541263,0.030793244,0.02914475,0.054242335,0.08129586
aem,0.047428392,0.026250444,0.06466309,0.047365952,0.04131803,0.060928393,0.029923134,0.048696745,0.03543748,0.042532805,0.086261176,0.032531682,0.038003292,0.03013448,0.036610868,0.09568212,0.047258273,0.03789147,0.0719845,0.0790977
aes,0.09420143,0.047719933,0.045045305,0.034796834,0.05716837,0.03039766,0.043845646,0.07523355,0.041449226,0.059630748,0.071109064,0.06360745,0.04352105,0.04420623,0.03393659,0.039357163,0.031402174,0.068253696,0.038688067,0.036429796
afd,0.023316564,0.028061217,0.044743568,0.04482418,0.09080107,0.13269107,0.03439248,0.030226227,0.038108338,0.07919874,0.07782492,0.09973459,0.02703232,0.036148112,0.035108235,0.032690145,0.025511632,0.049099114,0.033240832,0.037246622
afl,0.028827932,0.023420654,0.044718765,0.025619011,0.033056885,0.029052675,0.052426126,0.04403586,0.16838625,0.05958692,0.052179363,0.031089501,0.045114808,0.046388675,0.056717593,0.07244311,0.034845766,0.07193845,0.016990038,0.06316155
agb,0.013046626,0.18636164,0.027138194,0.05631385,0.097879745,0.03309991,0.02086199,0.026861941,0.094967335,0.034389924,0.02386199,0.038810764,0.09287902,0.03525033,0.021070909,0.021480389,0.030461822,0.046051487,0.07204131,0.027170869
agl,0.0612508,0.043009724,0.0509429,0.042671435,0.069749445,0.06532618,0.0121516725,0.07146076,0.04874615,0.06396624,0.047629695,0.04300484,0.029538631,0.053691752,0.02991518,0.053458475,0.05628512,0.03954183,0.07742632,0.04023276
ahg,0.027641075,0.0521839,0.031005437,0.04534486,0.02061939,0.03215168,0.03920969,0.124419466,0.02239405,0.05353731,0.087677404,0.033084057,0.03142669,0.032787483,0.035789236,0.06626116,0.0496929,0.07255209,0.08923992,0.052982204
